Lost Art ID;Hersteller/Künstler/Autor:in;Titel;Datierung;Beschreibung;namen_neu;Q_Nummer;datum_neu;datum_alt;spalte
583647;Pohle, Hermann [Künstler:in];Landschaftsstudie;;bezeichnet;Hermann Pohle;Q1430633;0;0;1
534383;Erler, Erich [Künstler:in];See im Engadin;;Quelle: PL - AP Wrocław, RW, I/16886.;Erich Erler;Q1352143;0;0;1
582640;Belay, Pierre de [Künstler:in];Marine;;große Leinwand, bezeichnet;Pierre de Belay;;0;0;1
585697;"Robert, Hubert (?) [Künstler:in]
Gérard, Francois (Baron) [Künstler:in]";Anbetung der Könige (?);1733/1837 [Datierung];"Die Anbetung der Könige darstellend, aus Veduten bestehendes Werk mit 7 Hauptfiguren. Links Madonna auf einem Thron sitzend und ein Kind auf dem Schosse, vor ihr ein auf den Knien liegender Königstreuer mit Krone auf dem Kopfe.Anbetung der Hl. Drei Könige. In abendlicher Berglandschaft sitzen Maria mit dem Jesuskind und Joseph auf den Stufen einer römischen Ruine, vor ihnen die drei Weisen mit Gefolge.in der Suchliste der belgischen Regierung: „Robert, Hubert (1733 – 1808) – L’Adoration des Mages (Repr. N° 80), Toile, 54,5 x 79,5, Coll, Mme. T. Sichel, Brüssel 457 – 08 – 7""";;;1733;0;1
580680;Nolde, Emil [Künstler:in];Stillleben;;;Emil Nolde;Q152788;0;0;1
577677;Camoin, Charles [Künstler:in];Frau vor einer Landschaft (Südlicher Garten);;"bez. unten rechts: Ch. Camoin; hellblau mit dunkelblauem Überwurf bekleidete Dame, einen roten Korb in der linken Hand, rechts vorne auf einer Terrasse, auf deren Brüstung lila Tuch, darauf Teekanne und Fruchtschale. Dunkleres Grün wuchert im Vordergrunde durch die Ballustrade, darüberhin geht der Blick ins Hellgrün des Gartens und hinaus über orangefarben gegebene Ortschaft auf das Meer und weich blauende Berge. Lichter Himmel. Rechts hinter der stehenden Gestalt wächst eine grüne Blätterfolie auf mit lebhaft geschwungenem Umriss.";Charles Camoin;Q968285;0;0;1
534378;Herrmann, Hans [Künstler:in];Bachlandschaft;;unter Glas.Quelle: PL - AP Wrocław, RW, I/16886.;Hans Herrmann;Q65915;0;0;1
589412;Slevogt, Max [Künstler:in];Fressende Löwin;1901 [Datierung];"bez: M.Slevogt (unten rechts); Gemälde mit Silberrahmen;„Die Malerei dieser goldig schimmernden Bestienpracht ist glänzend, die Raubtierpsychologie überzeugend. Man glaubt das Krachen der Knochen zu hören, die blutige Fressgier wirkt dramatisch“. (Karl Scheffler in „Kunst und Künstler X, 1912)";Max Slevogt;Q703356;1901;0;1
580246;Marc, Franz [Künstler:in];Blaue Pferde;;Quelle: D - LAB, B Rep 025-08, Nr. 11959, 11960, 11961, 11962, 11963/59;Franz Marc;Q44054;0;0;1
595991;Hondekoeter, Gillis Claesz. de [Künstler:in];Vogels / Vögel;;"Eine Ente mit Jungen und zwei Hühner; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Gillis Claesz de Hondekoeter;;0;0;1
587140;Pechstein, Max [Künstler:in];Brücke;1923 [Datierung];signiert und datiert unten rechts: HMPechstein 1923, Rückseite bezeichnet: Brücke / HMPechstein / 1923, dargestellt sind der Mühlengraben und die kleine Brücke;Max Pechstein;Q162105;1923;0;1
596001;Liss, Johann [Künstler:in];Man met koe / Landschaft;;"Landschaft, im Vordergrund am Boden sitzend Meleager, rechts eine Kuh; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Johann Liss;Q700279;0;0;1
584857;Hoguet, Charles [Künstler:in];Herbstmorgen / Herftsmorgen;1840-1870 [Datierung];;Charles Hoguet;Q1064862;1840;0;1
302431;Purrmann, Hans [Künstler:in];Interieur / Tisch mit Blumen;;rechts unten signiert;Hans Purrmann;Q655484;0;0;1
308735;;Bildnis eines Herren;;Der jugendliche Kavalier in weißer Perücke trägt über einer bundfarbigen Weste eine hellblaue, mit Spitzen verzierte Samtjacke. Er blickt den Beschauer an und hält in der rechten Hand einen Brief. Architekturhintergrund. Goldener Rahmen. Gutachten: Posse. 4.4.1929. Gegenstück zu vorigem Bild.;;Q85221364;0;0;1
574794;Jaeckel, Willy [Künstler:in];Selbstbildnis;1919 [Datierung];"Bezeichnet oben links: W. Jaeckel.19. Literatur: National-Galerie (Hrsg.), Zweite Ausstellung deutscher nach-impressionistischer Kunst aus Berliner Privatbesitz. Berlin Juli 1928. Kat. Nr. 94; Dagmar Klein: Der Expressionist Willy Jaeckel (1888 - 1944). Gemälde. Biographie. Künstlerbriefe. Köln 1990. Kat. Nr. 105Quelle: Empfangsquittung National-Galerie vom 07.07.1928. In: D - ZA SMB, I/NG 719";Willy Jaeckel;Q1288135;1919;0;1
580682;Mohrbutter, Alfred [Künstler:in];Haus (durchgestrichen);;;Alfred Mohrbutter;Q15782364;0;0;1
308684;Galliari, Bernardino [Künstler:in];Plafondskizze;1773 (um) [Datierung];"In der Mitte auf Wolken thronend Zeus, umgeben von Göttinnen und schwebenden Putten. Goldener Rahmen. Aus Berliner Privatbesitz. Gutachten: Voß (""…überaus geistreich und frisch behandelt…vom besten piemontesischen Rokokomaler Galliari…zeigt den Künstler auf der vollen Höhe seines koloristisch-malerischen Könnens...""). 24.3.1924. Die Ölskizze stammt aus der gleichen Periode, in der Galliari die Hedwigskirche ausmalte (ca. 1773).";Bernardino Galliari;Q822897;0;1773;1
307396;Schuch, Carl [Künstler:in];Stillleben mit Porreebündel, Äpfeln und Käseglocke;1888 (um) [Datierung];;Carl Schuch;Q317482;0;1888;1
308700;Ochtervelt, Jacob [Künstler:in];Gesellschaftsszene;;"An einem Tisch, der mit einer Decke bedeckt ist und auf dem sich mehrereToilettegegenstände befinden, sitzt eine vornehme Dame in blauem Atlasrock und hellblauem Seidengewand. Mit der rechten Hand streichelt sie einen Hund, der an ihr emporspringt, und sie wendet sich einem hinter ihr stehenden Herrn zu, der ihr einen Apfel reicht. Links durch die Tür Ausblick in einen Park mit einer Statue. Goldener Rahmen. Gutachten: Bode (""...echtes, charakteristisches und trefflich erhaltenes Werk des Jacob Ochtervelt...""). 8.11.1926";Jacob Ochtervelt;;0;0;1
257582;Schmidt-Rottluff, Karl [Künstler:in];Bootswerft;1920 [Datierung];bez. o. l.: S. RottluffAusstellungen: Ausstellung neuerer deutscher Kunst 1928, Kat.-Nr. 192Literatur: Grohmann, 1956, WV-Nr. 1920/19, S. 291;Karl Schmidt-Rottluff;Q161143;1920;0;1
527267;Kowalski-Wierusz, Alfred von [Künstler:in];Gutsherr, auf einem Schimmel über die Heide galoppierend. Zwei Jagdhunde begleiten ihn;;signiert;Alfred von Kowalski-Wierusz;;0;0;1
584727;"Cuyp, Aelbert [Künstler:in]
Luttichuijs, Isaack [Künstler:in]
Helst, Bartholomeus van der [Künstler:in]
Verspronck, Jan ( Johannes) Cornelisz. [Künstler:in]";Mansportret / Porträt eines Mannes;;;;;0;0;1
567303;Zuloaga, Ignacio [Künstler:in];Familienporträt, Dame im roten Abendmantel;;Brustbild;Ignacio Zuloaga;Q460198;0;0;1
308037;Terbruggen, Hendrik [Künstler:in];Schäferin;1600 (um) [Datierung];Halbfigur eines kokett lächelnden Mädchens in weit ausgeschnittenem sosa Gewand, gelbem Umhang und blauem, mit einer Rose geziertem Strohhut. In der Linken Hirtenstab. Goldrahmen.;Hendrik Terbruggen;;0;1600;1
585619;Ruisdael, Jacob Isaackszoon van [Künstler:in];Boschmeer / Landschaft mit Waldsee;;"in der Mitte ein Boot mit zwei Männern, rechts dahinter das mit Bäumen bestandene Ufer; unten rechts monogrammiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jacob Isaackszoon van Ruisdael;;0;0;1
400515;Nolde, Emil [Künstler:in];Herbstwolken;1910 [Datierung];signiert unten rechts Emil Nolde;Emil Nolde;Q152788;1910;0;1
271798;Guillaumin, Armand [Künstler:in];Landschaft mit Wasser;;derzeit keine weiteren Angaben verfügbar;Armand Guillaumin;Q436844;0;0;1
586772;Einsle, Anton (?) [Künstler:in];Porträt eines Knaben im weißen Waffenrock;;;Anton Einsle (?);Q589135;0;0;1
585173;Moreelse, Paulus [Künstler:in];Adriaen Taets van Amerongen / Heerenportret Adriaen Taets van Amerongen;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Paulus Moreelse;;0;0;1
585160;Maris, Jacob Henricus [Künstler:in];Oude scheepstimmerwerf / Alte Schiffswerft;;"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jacob Henricus Maris;;0;0;1
591930;Schuch, Carl [Künstler:in];Stillleben mit Wildente und Jagdtasche;1881 (um) (?) [Datierung];signiert;Carl Schuch;;0;1881;1
577687;Oudot, Roland [Künstler:in];Obststillleben im Walde (Stillleben in Landschaft);;"Bez. unten links: Roland Oudot; bei großer Form ganz auf Tonwerte gestellte Korb und Tonkrug, Tomaten neben Pfirsischen auch eine Traube, Laubbüschel. Neben dem Korb rechts Steinpilz, der aus dem Waldboden wächst und dem undeutliche eine Gruppe von dünnstieligen Pilzen gesellt ist, hinter denen eine kahle dickstämmige Baumgruppe vor dunklem Gebüsch aufstrebt. Der Mittelgrund gibt den Blick frei auf Dorfhäuser und Kirche, links taucht zwischen belaubten Bäumen ein einzelnes Haus auf, lichtblauer Himmel zu der gedämpft farbigen in Graugrün und Braun gebundenen Stimmung.";Roland Oudot;Q3440199;0;0;1
308717;Morland, George [Künstler:in];Landschaft mit Bauerngehöft;1790 [Datierung];In der Mitte Scheune mit offenem Tor. Dahinter ein zweites Haus. Links auf einer kleinen Anhöhe eine Eiche. Im Vordergrund ein Reiter, neben ihm zwei ungesattelte Pferde. Im Mittelgrund mehrere lagernde und stehende Figuren, von denen die eine ein Pferd hält. Bewaldeter Hintergrund. Bezeichnet G. Morland 1790. Goldener Rahmen. Aus französischen Privatbesitz.;George Morland;Q2405427;1790;0;1
579000;Hamilton, Johann Georg de [Künstler:in];Gesatteltes schwarzes Pferd mit Schwarzenberg Brandzeichen;1723 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;1723;0;1
405193;Gleizes, Albert Leon [Künstler:in];Landschaft bei Paris / Paysage près de paris / Paysage de Courbevoie;1912 [Datierung];"sign. u. dat. u.l.: Alb. Gleizes /12; Literatur: Paul Küppers, Kubismus, 1920";Albert Leon Gleizes;;1912;0;1
584716;"Crespi, Giovanni Battista [Künstler:in]
Crespi, Giuseppe Maria [Künstler:in]";Hemelvaart Maria / Maria Himmelfahrt;;L'Assomption;;;0;0;1
297590;Trübner, Wilhelm [Künstler:in];Dame mit den weißen Strümpfen;1874 [Datierung];links unten W. Trübner. 1874;Wilhelm Trübner;Q461271;1874;0;1
580672;Kaus, Max [Künstler:in];Hafen;;;Max Kaus;Q1912820;0;0;1
576405;Herzog, August (?) [Künstler:in];Alpensee;;Quelle: Kunsthaus Heinrich Hahn: Sammlung V. O., Gemälde, Möbel des 18. Jahrhunderts, Metallarbeiten, aus verschiedenem Privatbesitz, Gemälde alter Meister, Gemälde und Handzeichnungen. Auktion vom 07.-08.05.1940 (Katalog Nr. 61). Frankfurt a. M. 1940. Kat. Nr. 35.;August Herzog (?);Q21598054;0;0;1
581571;Friedrich, Caspar David [Künstler:in];Vier Segelboote im Mondschein;um 1808 [Datierung];Vier Segelboote im Mondschein. Vorn ein Ruderboote mit sechs Personen. Pendant zu Nr. 88 der Auktion bei der Galerie Fischer, Luzern vom 21.03.1942. Abgebildet bei K. K. Eberlein: C. D. Friedrich, Tafel 73;Caspar David Friedrich;Q104884;0;1808;1
592015;Klimt, Gustav [Künstler:in];Leda - Leda mit dem Schwan;1917 [Datierung];"nach Weidinger, Nr. 239: Leda, Datierung: 1917, Format: 99 x 99 cm, Technik: Öl auf Leinwand, Provenienz: August und Serena Lederer, Wien; Erich Lederer; Genf;Ausstellungen: Stockholm (Liljevalchs Konsthall) 1917; Paris (Jeu de Paume des Tuileries) 1937, Nr. 365; Bern (Kunsthalle) 1937, Nr. 8; Wien (Ausstellungshaus Friedrichstraße, ehemalige Secession) 1943, Nr. 52, Skizzen: Strobl, In Nr. 2346-2359,2844-2851 (Studien 1913/14)";Gustav Klimt;Q34661;1917;0;1
580688;Adrien (?) [Künstler:in];Strandbildchen (durchgestrichen);;;Adrien  (?);Q2825107;0;0;1
591976;"Kupetzky, Johann (?) [Künstler:in]
Seybold, Christian (?) [Künstler:in]";Künstlerbildnis;1701/1750 [Datierung];Karteikarte Nr. 119: Johann Kupetzky oder Seyboldt, Öl auf Leinwand, 45 x 60 cm, Künstlerbildnis, 1. Hälfte 18. Jhdt.;;;1701;0;1
583603;Hartung, Heinrich (1851) [Künstler:in];Bruchlandschaft im Herbst;;bezeichnet;Heinrich Hartung;Q22341140;0;0;1
405739;Liebermann, Max [Künstler:in];Liegender Schäferhund;1914 [Datierung];beige-braun vor bräunlichem Hintergrund, bez. oben rechts: M.Liebermann 14;Max Liebermann;Q158062;1914;0;1
237530;Slevogt, Max [Künstler:in];Francisco d´Andrade als Don Giovanni;1902 [Datierung];Der portugiesische Startenor Francisco D’Andrade brillierte als Don Juan in Mozarts Oper. Besonders seine Interpretation der „Champagner - Arie“ entfachte beim Publikum wahre Begeisterungsstürme. Im Besitz von Eduard Fuchs befanden sich zwei Studien des „Weißen d’Andrade“, das großformatige Gemälde war bereits 1904 vom Galerieverein der Stuttgarter Staatsgalerie angekauft worden. (UW), bez: Slevogt (unten rechts);Max Slevogt;Q703356;1902;0;1
534371;Ludwig, August [Künstler:in];Der zerbrochene Krug;;Quelle: PL - AP Wrocław, RW, I/16886.;August Ludwig;Q18018513;0;0;1
577681;Herbin, Auguste [Künstler:in];Mädchenkopf (Mädchenbildnis);1921 [Datierung];"bez. oben links: Herbin 21; Grundlage des Brustbildes ist eine linear sowie plastisch stark sondierte Gliederung der Komposition, in der die Haarsträhne, die Schleife, Augen, Nase und Mund wie verselbstständigt sind; doch zugleich wird ein Grad von Momentanität erreicht, der in leichter Formverschiebung des Ausdrucks etwas sehr lebendiges erhält; dazu kommt die helle Farbstimmung, das Rosa des Kleides gegenüber dem Weiß der Haarschleife, die gelbbraune Tönung des Haares mit grau-grünlicher Schattierung, die in der Stuhllehne wiederkehrt; braun-rötlich getönter Hintergrund.";Auguste Herbin;;1921;0;1
583663;Siekmeyer, L. [Künstler:in];Der Speesche Graben;;bezeichnet;L Siekmeyer;;0;0;1
276029;Thoma, Hans [Künstler:in];Luna und Endymion;1877 [Datierung];Bezeichnet: H.Th. (liegiert) 77. Abgeb. Bei Thode, Thoma (Klassiker d. Kunst) S. 100.;Hans Thoma;Q678094;1877;0;1
592005;Klimt, Gustav [Künstler:in];Charlotte Purlitzer;1917 [Datierung];"nach Weidinger, Nr. 244: Charlotte Pulitzer, Datierung: 1917, Format: 98 x 98 cm, Technik: Öl auf Leinwand, Bezeichnung: M. r.: ""GUSTAV / KLIMT"", Besitz unbekannt, Provenienz: August und Serena Lederer, Wien (vom Künstler erw.; bis 1938) Ausstellungen: Wien (Ausstellungshaus Friedrichstraße, ehemalige Secession) 1943, Nr. 43 (?) SKIZZEN Strobl, III, Nr. 2747-2750";Gustav Klimt;Q34661;1917;0;1
583677;Tiele, ? [Künstler:in];Landschaft mit Rotwild;;bezeichnet;Tiele (?);Q1320869;0;0;1
297625;Maes, Nicolaes [Künstler:in];Brustbild eines Mädchens / einer jungen Dame;1651/1700 [Datierung];"lächelnd, fast reine Faceansicht, weißes Kleid, Goldborte, tiefer Ausschnitt, weinroter Atlasmantel, dunkler Grund, rechts Ausblick in leuchtende Abendlandschaft, eigentl. für ovalen Rahmen; unsichere Zuschreibung; Ausstellung von Bildnissen, Berlin 1909, Nr. 74";Nicolaes Maes;Q505150;1651;0;1
585611;Ruysdael, Salomon van [Künstler:in];Valkhof / Valkhof bij Nijmegen;;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel; signiert mit Monogramm";Salomon van Ruysdael;Q247005;0;0;1
589408;Slevogt, Max [Künstler:in];Der Sieg des Lichts;1887 [Datierung];"signiert; Der Sieg des Lichts war ein Quantensprung in der Entwicklung der Menschheit. Aus hellen Wolken stürmt Helios, der Sonnengott, mit seinem Viergespann hervor. Die Kinder der Finsternis stürzen in die Tiefe. „Das alte Rubens-Thema des Titanensturzes hat da fast schon den Nebensinn des Kampfes zweier Generationen: „unten fallen“, wie sich Slevogt selbst nüchtern ausdrückte – „einige Mann in braune Sauce“: eine Anspielung auf die missverstandene Braun in Braun gehaltene Altmeisterlichkeit der Lenbach und Makart, des Gegenpols der wohltemperierten Malkultur“. (UW)";Max Slevogt;Q703356;1887;0;1
579012;Hamilton, Johann Georg de [Künstler:in];Hetzjagd auf ein Wildschwein;1730 (nach) [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;0;1730;1
308665;Boel, Pieter [Künstler:in];Jagdstilleben;1637 [Datierung];In der Mitte ein herabhängender toter Schwan und ein Reh, rechts unten ein liegender Hase sowie Geflügel. Links ein Blumenstrauß, eine Metallene Schüssel, ein Krug sowie zwei stehende Hunde. Bezeichnet in der Mitte links am Sockel an der steinernen Säule P. Boel und datiert 1637. Goldener Rahmen.;Pieter Boel;Q2241666;1637;0;1
580689;Wollheim, Gert [Künstler:in];Nurmi;;;Gert Wollheim;;0;0;1
303933;Schreyer, Adolf [Künstler:in];Troykagespann vor Schenke / Pferdeschlitten vor Schuppen;1860 [Datierung];;Adolf Schreyer;Q364184;1860;0;1
583911;Bassano, Leandro [Künstler:in];Voetwassching / Fußwaschung;;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";Leandro Bassano;Q1349666;0;0;1
405197;Mondrian, Piet [Künstler:in];Neoplasticisme / Schilderij Nr. 2;1926 [Datierung];signiert rechts unten PM 26, blau, gelb, schwarz, verschiedene hellgraue und weiße Töne;Piet Mondrian;;1926;0;1
612388;Slevogt, Max [Künstler:in];Nächtlicher Park (Neukastel);1917 [Datierung];Unten rechts signiert: Slevogt;Max Slevogt;Q703356;1917;0;1
612391;Liebermann, Max [Künstler:in];Jäger mit Hunden;1913 [Datierung];Ein Mann in braunen Gamaschen, grauem Anzug und Mütze schreitet, das Gewehr im Arm, zwischen sieben kleinen Hunden vor grünem Grund nach links hinüber. Bezeichnet M. Liebermann.;Max Liebermann;Q158062;1913;0;1
613359;Heyden, Jan van der [Künstler:in];Ansicht der Jesuitenkirche von Düsseldorf;1667 [Datierung];;Jan van der Heyden;Q370567;1667;0;1
613366;Keller, Albert von [Künstler:in];Interieur Schloss Schleissheim;;;Albert von Keller;;0;0;1
613367;Veth, Jan Pieter [Künstler:in];Georg Ascher;;derzeit keine weiteren Angaben verfügbar;Jan Pieter Veth;;0;0;1
613393;Trübner, Wilhelm [Künstler:in];Münchener Wachtparade;1880 [Datierung];Im Bilde rechts, von der Feldherrenhalle und Residenzstrasse her, kommt in Raupenhelmen die Wachtparade. Das Publikum, meist dem Arbeitsstande zugehörend, marschiert in breiten Reihen im Tritt vorweg auf dem Strassendamm, Männer, Mädchen, Kinder, alle in ganzer Figur. Rechts ein Schusterbub mit Damenstiefeln im Arm und die Zunge herausstreckend. Den Hintergrund links bildet das untere Stockwerk der königlichen Residenz. Bezeichnet rechts oben: W.Trübner München.;Wilhelm Trübner;Q461271;1880;0;1
613400;Beckmann, Max [Künstler:in];Kleine Landschaft, Viareggio;;Signiert: Beckmann F 25;Max Beckmann;Q164683;0;0;1
619155;Baluschek, Hans [Künstler:in];Eisenwalzwerk;1910 [Datierung];;Hans Baluschek;;1910;0;1
619338;Burger, Anton [Künstler:in];Auf der Jagd;1862 [Datierung];Zwei Jäger mit Hunden in Dünenlandschaft, zwei Kinder als Zuschauer. Rechts unten bezeichnet: A. Burger 62;Anton Burger;;1862;0;1
619339;Scholderer, Otto [Künstler:in];Stillleben;;Ein Körbchen mit Kirschen, ein Glas Weißwein, zwei Birnen und drei Aprikosen auf Teller. Rechts unten voll bezeichnet;Otto Scholderer;Q465304;0;0;1
619343;Cuyp, Aelbert [Künstler:in];Stehender Hahn und vier Hühner;;Der schwarze Hahn steht in der Mitte nach links im Profil, links vor ihm drei helle Hühner, rechts vorn ein viertes dunkles. Bezeichnet links unten: A. Cuyp.;Aelbert Cuyp;Q313194;0;0;1
615924;Camoin, Charles [Künstler:in];Südfranzösische Hafenlandschaft;1936 (vor) [Datierung];Hahn: Bezeichnet: Ch. Camoin;Charles Camoin;Q968285;1936 vor;0;1
616198;Gogh, Vincent van [Künstler:in];Stillleben (Blumen);;derzeit keine weiteren Angaben verfügbar;Vincent van Gogh;Q5582;0;0;1
616200;Velde, Adriaen van de [Künstler:in];Landschaft;;derzeit keine weiteren Angaben verfügbar;Adriaen van de Velde;Q367741;0;0;1
616202;Winterhalter, Franz Xaver [Künstler:in];Damen beim Lesen eines Briefes;;oval;Franz Xaver Winterhalter;Q168659;0;0;1
